label,initial_value,final_value,total_return,cagr,annualized_vol,sharpe,max_drawdown,calmar,n_years
Wheel Strategy,100414.35000953675,156190.65030612977,0.5554614484015057,0.09244135547260268,0.10049007129525538,0.9199053626004073,-0.11228610468141839,0.8232662067571064,4.996577686516085
Buy & Hold,100000.0,2234783.04,21.3478304,0.8622239170966051,0.5383829622747782,1.6015066922874612,-0.6633847280996263,1.2997343480706678,4.996577686516085
